"id","Company_name","Company_ch_name","Company_ch_fullname","Company_en_fullname","Company_en_name","stock_number","tax_id_number","ch_address","en_address","established_date","listed_date","current_state","TEJ_sector","listed_sector","phone","website","ceo","top_manager","finance_manager","spokesman","staff_number","capital","TEJ_sector_name","new_TEJ_sector_name","TEJ_subsector_name","TEJ_new_sector_name","TEJ_sector_num","TEJ_industry_name","TEJ_subsecor_code","TEJ_subsector_fullname","main_bussiness1","main_bussiness2","main_bussiness3","main_product_dis","last_listed_date","last_IPO_date","first_OTC_date","unlisted_date","last_unIPO_date","update_time"
"622","2517 長谷","長谷","長谷生活科技","Chang Ku A-Life Technology Co., Ltd.","Chang Ku","2517","ID 75959340","高雄市三民區民族一路80號20樓之1","20/F-1, 80, Min Tzu First Rd., Kaohsiung, Taiwan","1978-06-23","1993-05-28","Current","14","0","07-3867711","http://www.grand50.com.tw","鍾正光","鍾正光","陳彩媚(會計經理)","陳彩繁(副總經理)","36","6634423310","M25A 建設","0","M25A 建設","0","M25A","建設","M25A","建設","建屋出租出售","0","0","2001/12:住宅大樓(89.9%),租金收入(8.3%),其他(1.9%)","1993-05-28","0000-00-00","0000-00-00","2003-01-22","2003-02-12",\N
"623","2518 長億","長億","長億實業","Ever Fortune Ind Co., Ltd","Ever Fortune","2518","ID 52367648","台中市西屯區中港路 2段60-8號12樓之1","12/F, 60-8, Chungkang Rd., Sec.2, Taichung, Taiwan","1976-03-12","1993-08-27","Current","14","0","04-23172799","http://www.everfortune.com.tw","楊天生","簡肇涵","黃文毅(財務協理)","江啟正(副總經理)","100","12410065000","M25A 建設","0","M25A 建設","0","M25A","建設","M25A","建設","委託營造廠商興建商業大樓及國民住宅出租出受業務","投資興建公共建設業","受託辦理市地重劃業務","2001/12:房屋(89.8%),租金收入(5.3%),素地(4.9%)","1993-08-27","0000-00-00","0000-00-00","2003-04-23","2003-04-29",\N
"624","2520 冠德","冠德","冠德建設","Kindom Development Co., Ltd.","Kindom Const.","2520","ID 30900892","台北市大安區和平東路三段 131號2 樓","2/F, 131, Huo Ping E. Rd. Sec.3, Taipei, Taiwan","1979-11-23","1993-10-27","Current","14","TSE","02-23786789","http://www.kindom.com.tw","馬志綱","洪錦欽","林淑媛(協理)","張勝安(副總經理)","872","5037910000","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建國民住宅及商業大樓出租出售業務。","建築傢具之買賣及進出口貿易業務。","接受委託辦理都市更新土地重劃及房屋買賣資訊業務。","2019/12:房地產(51.2%),建造合同(39.5%),商品, 勞務及其他(9.3%)","1993-10-27","1990-11-29","0000-00-00","0000-00-00","0000-00-00",\N
"625","2521 宏總","宏總","宏總建設","Hong Chung Construction Co., Ltd.","Hong Chung","2521","ID 52806560","高雄市苓雅區新光路38號36樓之3","36/F, 38, Hsin Kuang Rd., Kaohsiung, Taiwan","1982-09-23","1994-07-18","Current","14","0","07-2821711","http://www.hongchung.com.tw","林宏宗","林宏宗","郭慶鵬(財會部經理)","林宏宗(董事長)","23","4388434000","M25A 建設","0","M25A 建設","0","M25A","建設","M25A","建設","委託興建商業大樓.住宅","0","0","2005/12:租金收入(86.9%),住宅大樓(13.1%)","1994-07-18","1990-12-31","0000-00-00","2003-06-03","2006-12-27",\N
"626","2523 德寶","德寶","德寶營造","Der Pao Construction Co., Ltd.","Der Pao Const.","2523","ID 22081688","新北市新店區民權路108 之1 號8 樓","8F., No.108-1, Minquan Rd., Xindian Dist., New Taipei City, Taiwan","1986-03-14","1994-10-12","Current","14","0","02-22188678","http://www.dp.com.tw","賴悅顏","賴悅顏","謝佶燁(副總)","謝佶燁(副總)","187","75000000","M25B 營造","M2500 建材營造","M25B 營造","建材營造","M25B","營造","M25B","營造","建築及土木工程業務","0","0","2014/12:工程(100%)","1994-10-12","1992-09-02","0000-00-00","2007-03-12","2016-01-15",\N
"627","2524 京城","京城","京城建設","Kings Town Construction Co., Ltd.","Kings Town Cons","2524","ID 06667446","高雄市左營區博愛二路150 號16樓","16F, No.150, Boai 2nd Rd., Zuoying Dist., Kaohsiung, Taiwan","1985-09-13","1994-10-18","Current","14","TSE","07-5586368","http://www.kingtown.com.tw/","蔡天贊","陳添進","梁素英(經理)","周敬恆(協理)","236","3711930980","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","H701010住宅及大樓開發租售業。","J901020一般旅館業。","F501060餐館業。","2019/12:住宅大樓(95.5%),客房及餐飲(4.3%),租金收入(0.3%)","1994-10-18","1991-04-10","0000-00-00","0000-00-00","0000-00-00",\N
"628","2525 寶祥","寶祥","寶祥實業建設","Pao Shiang Construction & Industrial Co.","Pao Shiang","2525","ID 12029805","台北市中山區松江路 220號 5樓","5/F, 220, Sung Chiang Rd., Taipei, Taiwan","1965-02-11","1980-03-17","Current","14","0","02-25622151","0","嵇國忠","廖偉達","陳瑞玉(財務經理)","廖偉達(總經理)","16","7766720000","M25A 建設","0","M25A 建設","0","M25A","建設","M25A","建設","營建","0","0","2003/12:房地產(100%)","1980-03-17","0000-00-00","0000-00-00","2005-01-05","2005-08-24",\N
"629","2526 大陸","大陸","大陸工程","Continental Engineering Corp.","Continental Eng","2526","ID 33020007","台北市大安區敦化南路二段95號","95, Tun Hwa St., Rd., Sec.2, Taipei, Taiwan","1945-12-29","1994-11-01","Current","14","0","02-37011000","http://www.cec.com.tw","殷琪","Simon Buttery","Mark Thomas Smith(副總經理)","陳勇發(副總經理)","804","4400620710","M25B 營造","M2500 建材營造","M25B 營造","建材營造","M25B","營造","M25B","營造","承辦土木建築道路橋樑及港灣浚渫、給水、電氣及空調設備等工程。","使用重機械作業之工程及各型重機械與器材之租售。建築材料之設廠","土壤污染防治業。工業廠房開發租售業。特定專業區開發業。","2009/12:營建工程(64.1%),房地產(35.1%),租賃(0.7%)","1994-11-01","1989-12-01","0000-00-00","2010-04-08","2010-04-08",\N
"630","2527 宏璟","宏璟","宏璟建設","Hung Ching Development & Construction Co","Hung Ching","2527","ID 22344508","台北市信義區基隆路一段 420號10樓","10/F, 420, Chi Lung Rd. Sec.1, Taipei, Taiwan","1986-12-19","1995-03-06","Current","14","TSE","02-26915899","http://www.asehcc.com.tw","簡文祥","周家佩","陳芳瑩(財務處協理)","簡文祥(董事長)","119","2703060000","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建國民住宅及商業大樓出租出售業務","買賣各種建材及進出口業務","室內設計裝潢工程(營造業除外)","2019/12:房地產開發(95.5%),其他(2.3%),租賃(2.3%)","1995-03-06","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"631","2528 皇普","皇普","皇普建設","Crowell Development Corp.","Crowell Development","2528","ID 81271967","桃園市桃園區文中路747 號6 樓","6F, No.747, Wenzhong Rd., Taoyuan Dist., Taoyuan, Taiwan","1985-01-17","1995-03-10","Current","14","TSE","03-2171111","http://crowell.com.tw","蘇永平","蘇永平","許連晉(財會主管)","許連晉(財務部經理)","52","3299974090","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建商業大樓及國民住宅出租、出售業務","投資興闢都市計劃範圍內之停車場","餐廳、咖啡廳、旅館業務之經營","2019/12:租賃(100%)","1995-03-10","1992-10-06","0000-00-00","0000-00-00","0000-00-00",\N
"632","2529 仁翔","仁翔","仁翔建設","Jen Hsiang Construction Co., Ltd.","Jen Hsiang Const.","250623","ID 22766226","高雄市新興區中正二路 182號15樓","15/F, 182, Chung Cheng 2nd Rd., Kaohsiung, Taiwan","1987-12-21","1995-04-17","Current","14","0","07-2255888","http://www.jhcons.com.tw","陳義秋","李明石","陳益源(董事會主任秘書)","李明石(總經理)","43","1163434000","M25A 建設","0","M25A 建設","0","M25A","建設","M25A","建設","委託營造廠商興建商業大樓及國民住宅出售、出租","有關建築材料買賣及進出口貿易業務","有關室內裝潢設計業務","2000/12:房地產(65.5%),租金收入(34.5%)","1995-04-17","0000-00-00","0000-00-00","2000-05-08","2002-01-09",\N
"633","2530 華建","華建","大華建設","Delpha Construction Co., Ltd.","Delpha Const.","2530","ID 11059409","台北市內湖區成功路五段460 號16樓","16/F, 460, ChengGung Rd., Sec. 5, Taipei, Taiwan, ROC","1960-12-28","1995-10-12","Current","14","TSE","02-26328877","http://www.delpha.com.tw","鄭斯聰","吳裕國","簡玲菁(科長)","李俊賢(營業及工程管理部副總)","38","5207524660","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建商業大樓出租出售業務","委託營造廠商興建國民住宅出租出售業務","房屋租售之介紹業務","2019/12:租賃(80.3%),石潭段A案(湖閱天琴)(19.7%)","1995-10-12","1993-02-13","0000-00-00","0000-00-00","0000-00-00",\N
"634","2533 昱成","昱成","昱成聯合科技","Yuh Chen United Technologies Corp.","Yuh Chen","2533","ID 06784649","高雄市前鎮區中山二路91號23樓之1","23/F-1, 91, Chung Sun Second Rd., Kaohsiung, Taiwan","1985-11-04","1995-12-30","Current","14","0","07-3369118","http://www.yuhchen.com.tw","吳瓊興","吳瓊興","吳曉萍(財務處協理)","吳向民(副總經理)","22","1589513000","M25A 建設","0","M25A 建設","0","M25A","建設","M25A","建設","委託營造廠商興建國民住宅及商業大樓、出租、出售業務","各種建築材料及建設機械之代理及買賣業務","0","2004/12:商品銷售(36%),租金收入(33.5%),房屋(30.6%)","1995-12-30","1992-11-13","0000-00-00","2006-02-07","2007-03-13",\N
"635","2534 宏盛","宏盛","宏盛建設","Hung Sheng Construction Ltd.","Hung Sheng Const.","2534","ID 22221180","台北市松山區民生東路三段156 號19樓之5","19-5/F, 156, Min Sheng E. Rd., Sec.3, Taipei, Taiwan","1986-07-09","1996-02-12","Current","14","TSE","02-27199999","http://www.hsc.com.tw","林新欽","陸永富","陳育德(經理)","陳育德(財務部經理)","92","4742279700","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠興建國民住宅及商業大樓出售出租業務","房屋租售之介紹業務","室內裝潢之設計及施工業務(現場僅作辦公室使用)","2019/12:住宅大樓(96.2%),其他(3.8%)","1996-02-12","1993-09-23","0000-00-00","0000-00-00","0000-00-00",\N
"636","2535 達欣工","達欣工","達欣工程","Da-Cin Construction Co., Ltd.","Da-Cin Const.","2535","ID 18997007","台北巿大安區敦化南路二段92號 9樓","9/F., No.92 Twen Hwa S. Rd., Sec 2, Taipei, Taiwan","1967-02-13","1996-03-11","Current","14","TSE","02-27062929","http://www.dacin.com.tw","王人正","廖肇邦","鄭(又又)慶(財務與會計主管)","陳士修(業務處副總經理)","477","3339706650","M25B 營造","M2500 建材營造","M25B 營造","建材營造","M25B","營造","M25B","營造","集合住宅商辦大樓等建築工程總承包","晶圓廠、封測廠等高科技廠房工程總承包","捷運、道路等交通工程統包及總承包","2019/12:建築工程(99.4%),建設部門(0.6%)","1996-03-11","1993-08-02","0000-00-00","0000-00-00","0000-00-00",\N
"637","2536 宏普","宏普","宏普建設","Hong Pu Real Estate Development Co., Ltd","Hong Pu","2536","ID 23113054","台北市大安區敦化南路二段71號21樓","21F, No.71, Sec.2, Tun Hwa S., Rd., Taipei, Taiwan","1988-10-05","1996-03-14","Current","14","TSE","02-27552662","http://www.hong-pu.com.tw","段津華","段津華","劉寶姝(經理)","詹俊炫(稽核經理)","31","3328086520","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","營建","0","0","2019/12:房屋及車位(98.9%),租賃(1.1%)","1996-03-14","1991-03-23","0000-00-00","0000-00-00","0000-00-00",\N
"638","2537 聯上發","聯上發","聯上開發","WE & WIN Development Co., Ltd.","WE & WIN","2537","ID 22659295","台北市信義區忠孝東路五段68號36樓","36F, No.68, Sec.5, Jhongsiao E. Rd., Taipei, Taiwan","1987-08-19","1996-09-06","Current","14","TSE","02-27229898","http://www.5v.com.tw","蘇永義","李志明","曾金卿(經理)","李志明(總經理)","29","3005577950","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建國民住宅及商業辦公大樓出租出售業務。","代理及買賣各種工程材料建設機械及進出口業務。","電腦設備安裝業。","2019/12:新北市聯上聯案(76.5%),桃園市聯上世紀案(23.2%),其他(0.3%)","1996-09-06","1990-08-29","0000-00-00","0000-00-00","0000-00-00",\N
"639","2538 基泰","基泰","基泰建設","Kee Tai Properties Co., Ltd.","KeeTai","2538","ID 12251662","台北市中正區衡陽路51號10樓","10/F, 51, Hung Yang Rd., Taipei, Taiwan","1979-11-07","1996-11-01","Current","14","TSE","02-23830666","http://www.keetai.com.tw","陳世銘","馮先勉","吳孝彬(財務服務部副理)","林家正(會計部經理)","40","4384487640","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建商業大樓及國民住宅出售、出租業務(營造廠除外)","企業管理、財務管理及投資計劃之諮詢分析顧問業務","廢棄物處理業及其他環保服務業(廢棄土處理)","2019/12:其他(81.6%),住宅(18.4%)","1996-11-01","1991-02-05","0000-00-00","0000-00-00","0000-00-00",\N
"640","2539 櫻花建","櫻花建","櫻花建設","Sakura Development Co., Ltd.","Sakura Development","2539","ID 22491640","台中市西區臺灣大道二段239 號4 樓","4F, No.369, Taiwan Avenue Paragraph 2, West Dist., Taichung, Taiwan","1987-05-02","1997-07-16","Current","14","TSE","04-36005800","http://www.sakurad.com.tw","陳正釭","陳世英","沈淑貞(財務部主管)","陳世英(總經理)","56","5591228950","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建國民住宅及商業大樓之出租出售業務","0","0","2019/12:房屋(100%)","1997-07-16","1994-06-07","0000-00-00","0000-00-00","0000-00-00",\N
"641","2540 愛山林","愛山林","愛山林建設開發","JSL Construction & Development Co., Ltd.","JSL","2540","ID 22190686","台北市大安區忠孝東路四段166 號11樓之2","11F.-2, No.166, Sec. 4, Zhongxiao E. Rd., Taipei, Taiwan","1986-09-06","1989-12-26","Current","14","TSE","02-87736688","http://www.isanlin.com.tw/test/file.asp","祝文宇","張境在","梁思琪(財務、會計主管)","張境在(總經理)","135","1466000000","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","(所營事業第32條)H701010住宅及大樓開發租售業","(所營事業第35條)H703090不動產買賣業","(所營事業第36條)H703100不動產租賃業","2019/12:提供勞務(88.8%),營建工程(10.6%),其他(0.7%)","1989-12-26","1988-09-24","0000-00-00","0000-00-00","0000-00-00",\N
"642","2542 興富發","興富發","興富發建設","Highwealth Construction Corp.","Highwealth","2542","ID 12305479","台北市中山區樂群二路267 號10樓","10F, No.267, Lequn 2nd Rd., Taipei, Taiwan","1980-01-23","1999-05-03","Current","14","TSE","02-27555899","http://www.highwealth.com.tw/","鄭志隆","范華軍","王素月(稽核主管)","廖昭雄(開發部副總經理)","1355","12902969520","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建商業大樓及國民住宅出租、出售業務。","有關室內裝潢之設計及施工業務。","有關建材、裝潢材料及建設機械之買賣及進出口業務等。","2019/12:房屋(93.2%),其他(5.3%),建築工程(1.5%)","1999-05-03","1996-06-24","0000-00-00","0000-00-00","0000-00-00",\N
"643","2543 皇昌","皇昌","皇昌營造","Hwang Chang General Contractor Co., Ltd.","Hwang Chang","2543","ID 34342717","台北市中正區重慶南路三段180 號","180, Chung Ching S. Rd., Sec.3, Taipei, Taiwan","1981-02-16","1999-10-15","Current","14","TSE","02-27922988","http://www.hcgc.com.tw","江程金","黃重雷","朱惠菊(協理)","劉昭龍(副總經理)","1086","2419837880","M25B 營造","M2500 建材營造","M25B 營造","建材營造","M25B","營造","M25B","營造","土木建築工程之承攬業務","0","0","2019/12:營建工程(93.6%),混凝土(6.4%)","1999-10-15","1996-07-06","0000-00-00","0000-00-00","0000-00-00",\N
"644","2544 益鼎光電","益鼎光電","益鼎光電","Info Incorporation","Info Inc.","2544","ID 23069276","台北市北投區大業路 160號 7樓","7/F, 160, DaYeh Rd., Taipei, Taiwan, R.O.C.","1988-10-01","1998-08-13","Current","13","0","02-66116620","http://www.cylcd.com.tw","陳文河","陳文河","黃瑞隆(協理)","陳文河(董事長)","21","954534440","M23C 光電/ IO","0","M23C5 光碟機","0","M23C","光電/ IO","M23C5","光碟機","電子製造業","0","0","2003/12:電子事業(99.3%),建設部門(0.7%)","1999-12-15","1996-10-18","1998-08-13","2005-03-21","2005-03-21",\N
"645","2545 皇翔","皇翔","皇翔建設","Huang Hsiang Construction Corp.","Huang Hsiang","2545","ID 86379024","台北市中正區博愛路38號 8樓","8/F, 38, Bo Ai Rd., Taipei, Taiwan, R.O.C.","1991-12-06","1999-05-13","Current","14","TSE","02-23882898","http://www.hhe.com.tw/","廖年吉","廖宇祥","游玉華(財務經理)","游玉華(財務部副總)","54","3277348080","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建住宅、商業大樓出租出售業務","有關建材之買賣及進出口業務","0","2019/12:皇翔百老匯NO.2(21.7%),其他(19.7%),皇翔御花園(16%)","2000-09-11","1996-11-07","1999-05-13","0000-00-00","0000-00-00",\N
"646","2546 根基","根基","根基營造","Kedge Construction Co., Ltd","Kedge","2546","ID 43876760","台北市大安區和平東路三段131 號6 樓","6/F, 131, Ho Ping E. Rd., Sec.3, Taipei, Taiwan","1982-04-13","1998-07-06","Current","14","TSE","02-23786789","http://www.kedge.com.tw","袁藹維","黃慧仁","陳俐雅(財務主管)","黃慧仁(總經理)","516","1060356600","M25B 營造","M2500 建材營造","M25B 營造","建材營造","M25B","營造","M25B","營造","土木、建築、水利及整地工程之承攬。","各項基礎工程之承攬。","橋樑、隧道工程之承攬。","2019/12:住宅工程(49.4%),其他工程(35.9%),土木工程(14.7%)","2000-09-11","1996-07-04","1998-07-06","0000-00-00","0000-00-00",\N
"647","2547 日勝生","日勝生","日勝生活科技","Radium Life Tech. Co., Ltd.","Radium Life","2547","ID 12373243","台北市大同區市民大道一段209 號14樓","14/F, 209, Civic Blvd., Sec.1, Taipei, Taiwan","1980-03-26","2000-12-22","Current","14","TSE","02-77338888","http://www.radium.com.tw","林榮顯","沈景鵬","陳亞戀(財務副理)","陳婷婷(協理)","844","9000946490","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建住宅、商辦大樓，以供出租或出售為主要業務","0","0","2019/12:日鼎-桃園污水下水道BOT案(31.6%),百貨(16.4%),營業租賃(14.8%)","2000-12-22","1995-12-08","0000-00-00","0000-00-00","0000-00-00",\N
"648","2548 華固","華固","華固建設","Huaku Development Co., Ltd.","Huaku","2548","ID 23358846","台北市信義區信義路四段456 號7 樓","7/F, 456, Shing-Yi Rd., Sec.4, Taipei, Taiwan","1989-04-06","2000-07-19","Current","14","TSE","02-27582828","http://www.huaku.com.tw","鍾榮昌","洪嘉昇","劉若梅(財務協理)","劉若梅(財務長)","75","2768127260","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建商業大樓、國民住宅及廠辦之出租及出售","室內裝潢業務及建材.機械買賣及進出口貿易業務","委託營造廠興建一般工業用地之廠房倉庫出租等業務","2019/12:華固名鑄(34.8%),華固樂慕(24.4%),華固新代田(14.7%)","2002-08-26","1997-11-17","2000-07-19","0000-00-00","0000-00-00",\N
"649","2553 啟阜","啟阜","啟阜建設工程","Chief Construction Corp.","Chief Const.","2553","ID 20625307","台中市西區中港路一段 160之 1號34樓","34/F, 160-1, Chung Kang Rd. Sec.1, Taichung, Taiwan","1966-10-20","1994-10-01","Current","14","0","04-23276000","http://www.arcnet.net.tw","黃鍾瑞","張茂鎰","歐欽宏(經理)","林嘉律(副總經理)","202","977851600","M25B 營造","0","M25B 營造","0","M25B","營造","M25B","營造","建築與土木工程","0","0","2001/12:中油內裝(19.5%),福林家園(19.2%),C327標(18%)","1994-10-01","1991-12-11","0000-00-00","2001-08-24","2003-05-22",\N
"650","2566 復木","復木","復興木業","Fu Shing Mfg & Lumber Co., Ltd.","Fu Shing Mfg & Lumbe","2566","ID 03439808","台北市中山區南京東路二段53號 9樓","9/F, 53, NanKing E. Rd., Sec. 2, Taipei Taiwan","1949-01-10","1973-12-06","Current","14","0","02-25111211","0","程沛雲","程沛雲","0","張家麟(總經理)","14","220625080","M25A 建設","0","M25A 建設","0","M25A","建設","M25A","建設","木材及其製品之買賣","鋸木、夾板、人造木板及各種木製品之加工事業","前各項有關進出口貿易業務及附屬事業之經營、投資","2000/12:工程(100%)","1973-12-06","1973-08-25","0000-00-00","1995-09-15","2010-06-30",\N
"651","2569 開立","開立","開立工程","Kailay Engineering Co., Ltd.","Kailay Eng","2569","ID 18926741","新北市汐止區新台五路一段75號21樓","21F., No.75, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City, Taiwan","1970-04-09","2004-07-21","Current","5","0","02-26982828","http://www.kailay.com.tw","詹庚辛","詹庚辛","莊于霆(財務部協理)","陳威勳(協理)","485","1338413000","M15B 電機製品","0","M15B2 機電工程","0","M15B","電機製品","M15B2","機電工程","空調冷凍設備保溫保冷工程設計按裝維護保養及其設備器材製造買賣","中控儀表節源管理系統等工程設計按裝銷售維護其工程設備器材製造","除許可業務外，得經營法令非禁止或限制之業務","2005/12:高科技系統整合工程(61%),商用空間系統整合工程(32.6%),維修(5%)","2004-07-21","2006-10-24","0000-00-00","2006-10-24","2008-01-31",\N
"652","2572 大棟","大棟","大棟營造","Big Beam Construction Co., Ltd.","Big Beam","2572","ID 40546055","新北市新莊區中山路一段67號12樓","12F., No.67, Sec. 1, Zhongshan Rd., Xinzhuang Dist., New Taipei City, Taiwan","1975-12-02","2004-09-14","Current","14","0","02-85215466","http://www.bigbeam.com.tw/","陳川林","謝承哲","徐宏華(財務經理)","謝承哲(總經理)","119","504000000","M25B 營造","0","M25B 營造","0","M25B","營造","M25B","營造","土木建築工程承包業","0","0","2003/12:土木工程(100%)","2004-09-14","1997-03-11","0000-00-00","2005-03-08","2005-04-29",\N
"653","2577 亞昕開發","亞昕開發","亞昕開發","Yea Shin Development Co., Ltd.","Yea Shin","2577","ID 84357284","台北市松山區敦化南路一段25號12樓","12/F, 25, Tun Hwa S. Rd., Sec.1, Taipei, Taiwan","1993-05-08","2004-09-16","Current","14","0","02-25789090","http://www.yeashin.com.tw","姚連地","姚連地","徐雅貞(管理部副理)","姚連地(總經理)","19","1112100000","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","興建住宅及商業大樓出租出售","0","0","2011/12:住宅大樓及車位(82.3%),房地產(10.2%),其他(7.5%)","2004-09-16","1997-12-04","0000-00-00","2008-12-31","2012-10-05",\N
"654","2591 高逸","高逸","高逸工程","Go-In Engineering Co., Ltd.","Go-In","2591","ID 21252591","台北市信義區信義路四段375 號9 樓之2","9F-2, No.375, Sec.4, HsinYi Rd., Taipei, Taiwan","1985-03-11","2004-01-28","Current","31","0","02-27293099","http://www.goin.com.tw","高樹榮","林寬池","李慧娟(財務主管)","王惠瓊(副總經理)","105","245700000","M15B 電機製品","M2331 其他電子業","M15B2 機電工程","其他電子業","M15B","電機製品","M15B2","機電工程","無塵室及周邊機電系統整合工程","製程管路工程","工業廠房及商業大樓機電系統整合工程","2007/12:公共工程(49%),百貨(31.5%),其他(10.4%)","2004-01-28","2003-01-17","0000-00-00","2008-10-24","2008-12-09",\N
"655","2592 志品科","志品科","志品科技","Cotech Engineering Corp.","Cotech","2592","ID 12505265","台北市內湖區瑞光路302 號8 樓","8/F, 302, Rueiguang Rd., Neihu District, Taipei, TW","1984-07-20","2004-06-23","Current","20","0","02-26562766","http://www.cotechgroup.com","李蜀濤","蘇晉苗","吳尚飛(財務長)","蘇晉苗(總經理)","218","800000000","M25C 工程承攬","M9900 其他","M25C 工程承攬","其他","M25C","工程承攬","M25C","工程承攬","無塵室統包、製程設備工程設計及銷售","機電統包規劃設計","環保工程、代營運及機電維護","2006/12:環保技術(60.1%),機電整合控制(37.7%),設備銷售及其他(1.5%)","2004-06-23","1998-12-03","0000-00-00","2007-07-06","2007-07-11",\N
"656","2594 德利","德利","德利開發科技","D-Life Development Co., Ltd.","D-Life Development","2594","ID 22419042","台北市大同區南京西路36號10樓","10/F, 36, Nan Ching W. Rd., Taipei, Taiwan","1986-12-16","1998-12-29","Current","14","0","02-25562288","http://www.d-life.com.tw","林崇德","樓鈞穗","林詩詮(副總經理)","樓鈞穗(總經理)","64","2188000000","M25A 建設","0","M25A 建設","0","M25A","建設","M25A","建設","委託營造廠商開發經工業主管單位核准之工業區","委託營造廠商興建國民住宅及商業大樓出租出售業務","超級市場之經營及攤位出租業務，室內裝潢之設計及施工業務","2000/12:NASA科技總署(38.3%),曼哈頓金融中心(23.3%),MIT 幻象科技總部(22.5%)","1998-12-29","1995-07-04","1998-12-29","2001-12-03","2006-05-15",\N
"657","2596 綠意","綠意","綠意開發","Realy Development & Construction Corp.","Realy","2596","ID 12860948","台北市松山區市民大道五段69號2 樓","2/F, 69, Civil Boulevard, Sec.5, Taipei, Taiwan","2001-05-04","2007-09-29","Current","14","OTC","02-87878096","http://www.realycorp.com.tw","許燈城","許燈城","林秀娟(財務部副理)","許志豪(特別助理)","39","1000000000","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","住宅及大樓開發租售業務","工業廠房開發租售業務","特定專業區開發業","2019/12:綠意東居C(50.1%),綠意皇邑(27.3%),綠意仙跡(21.4%)","2009-06-01","2005-09-29","2009-06-01","0000-00-00","0000-00-00",\N
"658","2597 潤弘","潤弘","潤弘精密工程事業","Ruentex Engineering & Construction Co.,","REC","2597","ID 66394146","台北市中山區八德路二段308 號10樓","10/F, 308, Pa Teh Rd., Sec.2, Taipei, Taiwan","1977-11-03","2007-12-18","Current","14","TSE","02-81619999","http://www.rtc.com.tw/index.aspx","賴士勳","莫惟瀚","陳雪玲(經理)","莫惟瀚(總經理)","1177","1350000000","M25B 營造","M2500 建材營造","M25B 營造","建材營造","M25B","營造","M25B","營造","土木泥作建築工程、機電系統工程、預鑄牆板及柱筋工程之設計施工","預拌泥作沙漿建材之開發、生產、銷售","建築材料施作及買賣","2019/12:廠辦大樓(50.5%),建材(24.6%),公共工程(12.6%)","2010-03-26","2007-08-21","0000-00-00","0000-00-00","0000-00-00",\N
"659","2599 樂揚","樂揚","樂揚建設","Le Young Construction Co., Ltd.","Le Young","2599","ID 84271110","台北市中山區長安東路二段199 號8 樓","8/F, 199, Chang An E. Rd., Sec.2, Taipei, Taiwan","1993-05-17","2008-06-24","Current","14","ROTC","02-27788255","http://www.leyoung.com.tw","段幼龍","王弘垚","李媛君(協理)","鄒雪娥(副總經理)","24","1000062030","M25A 建設","M2500 建材營造","M25A 建設","建材營造","M25A","建設","M25A","建設","委託營造廠商興建住宅、商業大樓出租出售業務","0","0","2019/12:房屋及車位(99.5%),其他(0.6%)","2008-06-24","2008-04-28","0000-00-00","0000-00-00","0000-00-00",\N
